Year,ARDY,Cohort,Total
1998,13,1985,0
1998,14,1984,23
1998,15,1983,142
1998,16,1982,744
1998,17,1981,2397
1998,18,1980,6194
1998,19,1979,12310
1998,20,1978,18206
1998,21,1977,23658
1998,22,1976,28460
1998,23,1975,30593
1998,24,1974,31432
1998,25,1973,30620
1998,26,1972,29233
1998,27,1971,26230
1998,28,1970,22999
1998,29,1969,20186
1998,30,1968,17363
1998,31,1967,14977
1998,32,1966,13272
1998,33,1965,11495
1998,34,1964,10250
1998,35,1963,8856
1998,36,1962,7484
1998,37,1961,6372
1998,38,1960,5485
1998,39,1959,4690
1998,40,1958,3449
1998,41,1957,2548
1998,42,1956,1758
1998,43,1955,1097
1998,44,1954,628
1998,45,1953,309
1998,46,1952,130
1998,47,1951,50
1998,48,1950,18
1998,49,1949,7
1998,50,1948,2
1998,51,1947,0
1998,52,1946,0
1998,53,1945,0
1998,54,1944,0
1998,55+,1943-,0
1999,12-,1987+,0
1999,13,1986,5
1999,14,1985,18
1999,15,1984,159
1999,16,1983,765
1999,17,1982,2584
1999,18,1981,5725
1999,19,1980,11506
1999,20,1979,17130
1999,21,1978,22035
1999,22,1977,26035
1999,23,1976,29218
1999,24,1975,30427
1999,25,1974,30249
1999,26,1973,28993
1999,27,1972,26521
1999,28,1971,23748
1999,29,1970,20286
1999,30,1969,17429
1999,31,1968,14605
1999,32,1967,12620
1999,33,1966,11016
1999,34,1965,9678
1999,35,1964,8228
1999,36,1963,7324
1999,37,1962,5997
1999,38,1961,5076
1999,39,1960,4229
1999,40,1959,3435
1999,41,1958,2552
1999,42,1957,1774
1999,43,1956,1101
1999,44,1955,648
1999,45,1954,295
1999,46,1953,143
1999,47,1952,65
1999,48,1951,19
1999,49,1950,4
1999,50,1949,1
1999,51,1948,0
1999,52,1947,0
1999,53,1946,0
1999,54,1945,0
1999,55+,1944-,0
2000,12-,1988+,0
2000,13,1987,7
2000,14,1986,14
2000,15,1985,152
2000,16,1984,708
2000,17,1983,2578
2000,18,1982,5901
2000,19,1981,10715
2000,20,1980,16726
2000,21,1979,21223
2000,22,1978,24475
2000,23,1977,27489
2000,24,1976,30090
2000,25,1975,30440
2000,26,1974,30099
2000,27,1973,27525
2000,28,1972,24262
2000,29,1971,21138
2000,30,1970,17981
2000,31,1969,15259
2000,32,1968,12765
2000,33,1967,10722
2000,34,1966,9357
2000,35,1965,8190
2000,36,1964,7153
2000,37,1963,5877
2000,38,1962,4841
2000,39,1961,3892
2000,40,1960,3144
2000,41,1959,2409
2000,42,1958,1729
2000,43,1957,1047
2000,44,1956,594
2000,45,1955,319
2000,46,1954,117
2000,47,1953,60
2000,48,1952,20
2000,49,1951,3
2000,50,1950,0
2000,51,1949,0
2000,52,1948,0
2000,53,1947,0
2000,54,1946,0
2000,55+,1945-,0
2001,12-,1989+,1
2001,13,1988,3
2001,14,1987,27
2001,15,1986,124
2001,16,1985,679
2001,17,1984,2346
2001,18,1983,5686
2001,19,1982,10153
2001,20,1981,14662
2001,21,1980,19221
2001,22,1979,22360
2001,23,1978,25408
2001,24,1977,27470
2001,25,1976,29723
2001,26,1975,29511
2001,27,1974,27761
2001,28,1973,24780
2001,29,1972,21737
2001,30,1971,18817
2001,31,1970,15812
2001,32,1969,13095
2001,33,1968,10997
2001,34,1967,9394
2001,35,1966,8123
2001,36,1965,6699
2001,37,1964,5604
2001,38,1963,4703
2001,39,1962,3880
2001,40,1961,3082
2001,41,1960,2242
2001,42,1959,1608
2001,43,1958,1131
2001,44,1957,639
2001,45,1956,317
2001,46,1955,143
2001,47,1954,56
2001,48,1953,25
2001,49,1952,7
2001,50,1951,1
2001,51,1950,0
2001,52,1949,0
2001,53,1948,0
2001,54,1947,0
2001,55+,1946-,0
2002,12-,1990+,0
2002,13,1989,3
2002,14,1988,20
2002,15,1987,94
2002,16,1986,523
2002,17,1985,2100
2002,18,1984,5139
2002,19,1983,9888
2002,20,1982,14090
2002,21,1981,16959
2002,22,1980,20681
2002,23,1979,22842
2002,24,1978,25232
2002,25,1977,27030
2002,26,1976,28787
2002,27,1975,27488
2002,28,1974,25296
2002,29,1973,22190
2002,30,1972,19033
2002,31,1971,16079
2002,32,1970,13449
2002,33,1969,10888
2002,34,1968,9367
2002,35,1967,7930
2002,36,1966,6611
2002,37,1965,5514
2002,38,1964,4566
2002,39,1963,3678
2002,40,1962,2879
2002,41,1961,2188
2002,42,1960,1525
2002,43,1959,962
2002,44,1958,554
2002,45,1957,284
2002,46,1956,133
2002,47,1955,54
2002,48,1954,17
2002,49,1953,5
2002,50,1952,3
2002,51,1951,2
2002,52,1950,0
2002,53,1949,0
2002,54,1948,0
2002,55+,1947-,0
2003,12-,1991+,0
2003,13,1990,1
2003,14,1989,16
2003,15,1988,129
2003,16,1987,511
2003,17,1986,1700
2003,18,1985,4742
2003,19,1984,9015
2003,20,1983,13520
2003,21,1982,16537
2003,22,1981,18603
2003,23,1980,21920
2003,24,1979,24111
2003,25,1978,26347
2003,26,1977,27821
2003,27,1976,27979
2003,28,1975,26022
2003,29,1974,23284
2003,30,1973,20044
2003,31,1972,17085
2003,32,1971,14069
2003,33,1970,11375
2003,34,1969,9460
2003,35,1968,7752
2003,36,1967,6493
2003,37,1966,5336
2003,38,1965,4365
2003,39,1964,3336
2003,40,1963,2722
2003,41,1962,1979
2003,42,1961,1385
2003,43,1960,853
2003,44,1959,576
2003,45,1958,279
2003,46,1957,144
2003,47,1956,47
2003,48,1955,21
2003,49,1954,6
2003,50,1953,0
2003,51,1952,1
2003,52,1951,1
2003,53,1950,0
2003,54,1949,0
2003,55+,1948-,0
2004,12-,1992+,0
2004,13,1991,1
2004,14,1990,13
2004,15,1989,115
2004,16,1988,534
2004,17,1987,1730
2004,18,1986,4064
2004,19,1985,8247
2004,20,1984,12337
2004,21,1983,16402
2004,22,1982,18358
2004,23,1981,20195
2004,24,1980,23585
2004,25,1979,26000
2004,26,1978,27395
2004,27,1977,28200
2004,28,1976,27788
2004,29,1975,24970
2004,30,1974,21952
2004,31,1973,18477
2004,32,1972,15381
2004,33,1971,12669
2004,34,1970,10089
2004,35,1969,8214
2004,36,1968,6769
2004,37,1967,5440
2004,38,1966,4398
2004,39,1965,3470
2004,40,1964,2758
2004,41,1963,2071
2004,42,1962,1323
2004,43,1961,892
2004,44,1960,538
2004,45,1959,284
2004,46,1958,141
2004,47,1957,58
2004,48,1956,25
2004,49,1955,7
2004,50,1954,3
2004,51,1953,1
2004,52,1952,0
2004,53,1951,0
2004,54,1950,0
2004,55+,1949-,0
2005,12-,1993+,0
2005,13,1992,2
2005,14,1991,15
2005,15,1990,114
2005,16,1989,516
2005,17,1988,1741
2005,18,1987,3992
2005,19,1986,7522
2005,20,1985,11882
2005,21,1984,15466
2005,22,1983,18449
2005,23,1982,20524
2005,24,1981,22148
2005,25,1980,25846
2005,26,1979,27814
2005,27,1978,28998
2005,28,1977,28117
2005,29,1976,27153
2005,30,1975,24295
2005,31,1974,20530
2005,32,1973,16975
2005,33,1972,13878
2005,34,1971,11272
2005,35,1970,8950
2005,36,1969,7206
2005,37,1968,5719
2005,38,1967,4500
2005,39,1966,3492
2005,40,1965,2696
2005,41,1964,1999
2005,42,1963,1371
2005,43,1962,819
2005,44,1961,522
2005,45,1960,259
2005,46,1959,148
2005,47,1958,47
2005,48,1957,24
2005,49,1956,7
2005,50,1955,1
2005,51,1954,2
2005,52,1953,1
2005,53,1952,0
2005,54,1951,0
2005,55+,1950-,0
2006,12-,1994+,0
2006,13,1993,2
2006,14,1992,17
2006,15,1991,118
2006,16,1990,508
2006,17,1989,1833
2006,18,1988,4136
2006,19,1987,7619
2006,20,1986,11242
2006,21,1985,14908
2006,22,1984,17573
2006,23,1983,20576
2006,24,1982,22625
2006,25,1981,24499
2006,26,1980,28580
2006,27,1979,29425
2006,28,1978,28883
2006,29,1977,27384
2006,30,1976,26053
2006,31,1975,22562
2006,32,1974,18646
2006,33,1973,15487
2006,34,1972,12393
2006,35,1971,9853
2006,36,1970,7741
2006,37,1969,6096
2006,38,1968,4699
2006,39,1967,3733
2006,40,1966,2740
2006,41,1965,1950
2006,42,1964,1279
2006,43,1963,825
2006,44,1962,476
2006,45,1961,239
2006,46,1960,130
2006,47,1959,48
2006,48,1958,26
2006,49,1957,3
2006,50,1956,2
2006,51,1955,0
2006,52,1954,0
2006,53,1953,0
2006,54,1952,0
2006,55+,1951-,0
2007,12-,1995+,0
2007,13,1994,0
2007,14,1993,21
2007,15,1992,118
2007,16,1991,613
2007,17,1990,2015
2007,18,1989,4417
2007,19,1988,7777
2007,20,1987,11079
2007,21,1986,13803
2007,22,1985,17300
2007,23,1984,19965
2007,24,1983,23409
2007,25,1982,25637
2007,26,1981,27420
2007,27,1980,29736
2007,28,1979,30187
2007,29,1978,28657
2007,30,1977,27055
2007,31,1976,24564
2007,32,1975,20708
2007,33,1974,17343
2007,34,1973,13773
2007,35,1972,11237
2007,36,1971,8781
2007,37,1970,6612
2007,38,1969,5077
2007,39,1968,3830
2007,40,1967,2904
2007,41,1966,1999
2007,42,1965,1344
2007,43,1964,908
2007,44,1963,505
2007,45,1962,254
2007,46,1961,109
2007,47,1960,62
2007,48,1959,24
2007,49,1958,8
2007,50,1957,5
2007,51,1956,0
2007,52,1955,0
2007,53,1954,0
2007,54,1953,0
2007,55+,1952-,2
2008,12-,1996+,0
2008,13,1995,1
2008,14,1994,27
2008,15,1993,159
2008,16,1992,717
2008,17,1991,2157
2008,18,1990,4734
2008,19,1989,8104
2008,20,1988,11493
2008,21,1987,14024
2008,22,1986,16775
2008,23,1985,20233
2008,24,1984,23206
2008,25,1983,27342
2008,26,1982,29417
2008,27,1981,30371
2008,28,1980,32049
2008,29,1979,30888
2008,30,1978,28745
2008,31,1977,26358
2008,32,1976,23162
2008,33,1975,19195
2008,34,1974,15835
2008,35,1973,12625
2008,36,1972,9846
2008,37,1971,7608
2008,38,1970,5702
2008,39,1969,4137
2008,40,1968,2968
2008,41,1967,2156
2008,42,1966,1363
2008,43,1965,882
2008,44,1964,487
2008,45,1963,248
2008,46,1962,126
2008,47,1961,62
2008,48,1960,16
2008,49,1959,10
2008,50,1958,2
2008,51,1957,1
2008,52,1956,1
2008,53,1955,0
2008,54,1954,0
2008,55+,1953-,0
2009,12-,1997+,0
2009,13,1996,0
2009,14,1995,25
2009,15,1994,147
2009,16,1993,717
2009,17,1992,2114
2009,18,1991,4534
2009,19,1990,7798
2009,20,1989,10817
2009,21,1988,13403
2009,22,1987,15419
2009,23,1986,17997
2009,24,1985,22032
2009,25,1984,25964
2009,26,1983,30158
2009,27,1982,31654
2009,28,1981,31418
2009,29,1980,32002
2009,30,1979,29932
2009,31,1978,27075
2009,32,1977,23936
2009,33,1976,20714
2009,34,1975,16991
2009,35,1974,13826
2009,36,1973,11001
2009,37,1972,8132
2009,38,1971,6244
2009,39,1970,4629
2009,40,1969,3168
2009,41,1968,2226
2009,42,1967,1429
2009,43,1966,879
2009,44,1965,486
2009,45,1964,265
2009,46,1963,116
2009,47,1962,49
2009,48,1961,23
2009,49,1960,11
2009,50,1959,1
2009,51,1958,1
2009,52,1957,0
2009,53,1956,1
2009,54,1955,1
2009,55+,1954-,0
2010,12-,1998+,2
2010,13,1997,1
2010,14,1996,18
2010,15,1995,134
2010,16,1994,705
2010,17,1993,1895
2010,18,1992,4057
2010,19,1991,7045
2010,20,1990,9647
2010,21,1989,12288
2010,22,1988,14341
2010,23,1987,16531
2010,24,1986,19576
2010,25,1985,24534
2010,26,1984,28546
2010,27,1983,32303
2010,28,1982,32525
2010,29,1981,30757
2010,30,1980,30325
2010,31,1979,27585
2010,32,1978,23941
2010,33,1977,20781
2010,34,1976,18205
2010,35,1975,14659
2010,36,1974,11670
2010,37,1973,9129
2010,38,1972,6703
2010,39,1971,4938
2010,40,1970,3480
2010,41,1969,2397
2010,42,1968,1504
2010,43,1967,908
2010,44,1966,512
2010,45,1965,274
2010,46,1964,124
2010,47,1963,53
2010,48,1962,17
2010,49,1961,3
2010,50,1960,1
2010,51,1959,1
2010,52,1958,0
2010,53,1957,0
2010,54,1956,0
2010,55+,1955-,0
2011,12-,1999+,0
2011,13,1998,3
2011,14,1997,15
2011,15,1996,119
2011,16,1995,503
2011,17,1994,1710
2011,18,1993,3656
2011,19,1992,6181
2011,20,1991,8505
2011,21,1990,10637
2011,22,1989,12670
2011,23,1988,15139
2011,24,1987,17566
2011,25,1986,21342
2011,26,1985,25868
2011,27,1984,29293
2011,28,1983,32027
2011,29,1982,30318
2011,30,1981,28207
2011,31,1980,26591
2011,32,1979,23618
2011,33,1978,20233
2011,34,1977,17259
2011,35,1976,14875
2011,36,1975,11798
2011,37,1974,8985
2011,38,1973,6805
2011,39,1972,4930
2011,40,1971,3460
2011,41,1970,2368
2011,42,1969,1605
2011,43,1968,915
2011,44,1967,510
2011,45,1966,244
2011,46,1965,134
2011,47,1964,52
2011,48,1963,15
2011,49,1962,5
2011,50,1961,3
2011,51,1960,1
2011,52,1959,1
2011,53,1958,0
2011,54,1957,0
2011,55+,1956-,1
2012,12-,2000+,0
2012,13,1999,3
2012,14,1998,22
2012,15,1997,130
2012,16,1996,559
2012,17,1995,1595
2012,18,1994,3590
2012,19,1993,6118
2012,20,1992,8312
2012,21,1991,10426
2012,22,1990,12025
2012,23,1989,14491
2012,24,1988,17307
2012,25,1987,20336
2012,26,1986,24252
2012,27,1985,28553
2012,28,1984,30980
2012,29,1983,31716
2012,30,1982,29462
2012,31,1981,26353
2012,32,1980,23991
2012,33,1979,20909
2012,34,1978,17553
2012,35,1977,14973
2012,36,1976,12459
2012,37,1975,9574
2012,38,1974,7240
2012,39,1973,5412
2012,40,1972,3803
2012,41,1971,2519
2012,42,1970,1618
2012,43,1969,937
2012,44,1968,519
2012,45,1967,259
2012,46,1966,130
2012,47,1965,48
2012,48,1964,20
2012,49,1963,5
2012,50,1962,3
2012,51,1961,1
2012,52,1960,0
2012,53,1959,0
2012,54,1958,1
2012,55+,1957-,0
2013,12-,2001+,0
2013,13,2000,1
2013,14,1999,13
2013,15,1998,107
2013,16,1997,507
2013,17,1996,1511
2013,18,1995,3129
2013,19,1994,5637
2013,20,1993,7480
2013,21,1992,9500
2013,22,1991,11269
2013,23,1990,13254
2013,24,1989,15882
2013,25,1988,18798
2013,26,1987,22301
2013,27,1986,25532
2013,28,1985,28622
2013,29,1984,29642
2013,30,1983,29624
2013,31,1982,26463
2013,32,1981,22803
2013,33,1980,20391
2013,34,1979,17437
2013,35,1978,14735
2013,36,1977,11947
2013,37,1976,9605
2013,38,1975,7200
2013,39,1974,5230
2013,40,1973,3973
2013,41,1972,2573
2013,42,1971,1654
2013,43,1970,951
2013,44,1969,530
2013,45,1968,261
2013,46,1967,128
2013,47,1966,57
2013,48,1965,20
2013,49,1964,10
2013,50,1963,5
2013,51,1962,2
2013,52,1961,0
2013,53,1960,0
2013,54,1959,0
2013,55+,1958-,0
2014,12-,2002+,0
2014,13,2001,1
2014,14,2000,20
2014,15,1999,111
2014,16,1998,482
2014,17,1997,1358
2014,18,1996,2964
2014,19,1995,4974
2014,20,1994,7231
2014,21,1993,8821
2014,22,1992,10530
2014,23,1991,12573
2014,24,1990,15291
2014,25,1989,18404
2014,26,1988,21759
2014,27,1987,24948
2014,28,1986,27798
2014,29,1985,29846
2014,30,1984,30049
2014,31,1983,28765
2014,32,1982,24955
2014,33,1981,21199
2014,34,1980,18605
2014,35,1979,15486
2014,36,1978,12857
2014,37,1977,10177
2014,38,1976,7950
2014,39,1975,6010
2014,40,1974,4149
2014,41,1973,2824
2014,42,1972,1735
2014,43,1971,1016
2014,44,1970,536
2014,45,1969,268
2014,46,1968,124
2014,47,1967,63
2014,48,1966,24
2014,49,1965,7
2014,50,1964,2
2014,51,1963,0
2014,52,1962,1
2014,53,1961,2
2014,54,1960,0
2014,55+,1959-,3
2015,12-,2003+,0
2015,13,2002,0
2015,14,2001,18
2015,15,2000,119
2015,16,1999,431
2015,17,1998,1225
2015,18,1997,2610
2015,19,1996,4701
2015,20,1995,6378
2015,21,1994,8350
2015,22,1993,9964
2015,23,1992,12017
2015,24,1991,14798
2015,25,1990,17679
2015,26,1989,21294
2015,27,1988,24365
2015,28,1987,26442
2015,29,1986,28300
2015,30,1985,29450
2015,31,1984,28338
2015,32,1983,26273
2015,33,1982,22671
2015,34,1981,18691
2015,35,1980,16130
2015,36,1979,13202
2015,37,1978,10244
2015,38,1977,8080
2015,39,1976,6161
2015,40,1975,4475
2015,41,1974,2919
2015,42,1973,1872
2015,43,1972,1047
2015,44,1971,584
2015,45,1970,296
2015,46,1969,122
2015,47,1968,52
2015,48,1967,32
2015,49,1966,5
2015,50,1965,6
2015,51,1964,0
2015,52,1963,0
2015,53,1962,0
2015,54,1961,2
2015,55+,1960-,0
2016,12-,2004+,1
2016,13,2003,1
2016,14,2002,17
2016,15,2001,107
2016,16,2000,399
2016,17,1999,1193
2016,18,1998,2371
2016,19,1997,4366
2016,20,1996,6204
2016,21,1995,7952
2016,22,1994,9775
2016,23,1993,11899
2016,24,1992,14382
2016,25,1991,18406
2016,26,1990,21836
2016,27,1989,24795
2016,28,1988,27448
2016,29,1987,28512
2016,30,1986,29527
2016,31,1985,29521
2016,32,1984,27299
2016,33,1983,25052
2016,34,1982,20786
2016,35,1981,17055
2016,36,1980,14462
2016,37,1979,11455
2016,38,1978,8804
2016,39,1977,6555
2016,40,1976,4811
2016,41,1975,3226
2016,42,1974,2184
2016,43,1973,1193
2016,44,1972,634
2016,45,1971,316
2016,46,1970,134
2016,47,1969,57
2016,48,1968,23
2016,49,1967,7
2016,50,1966,6
2016,51,1965,2
2016,52,1964,0
2016,53,1963,0
2016,54,1962,0
2016,55+,1961-,0
2017,12-,2005+,0
2017,13,2004,4
2017,14,2003,13
2017,15,2002,89
2017,16,2001,356
2017,17,2000,966
2017,18,1999,2130
2017,19,1998,3900
2017,20,1997,5785
2017,21,1996,7572
2017,22,1995,9679
2017,23,1994,12033
2017,24,1993,14951
2017,25,1992,18421
2017,26,1991,22717
2017,27,1990,26481
2017,28,1989,28351
2017,29,1988,30216
2017,30,1987,30342
2017,31,1986,30225
2017,32,1985,29222
2017,33,1984,26594
2017,34,1983,23824
2017,35,1982,19473
2017,36,1981,15535
2017,37,1980,12637
2017,38,1979,9887
2017,39,1978,7229
2017,40,1977,5400
2017,41,1976,3775
2017,42,1975,2291
2017,43,1974,1260
2017,44,1973,664
2017,45,1972,367
2017,46,1971,147
2017,47,1970,60
2017,48,1969,27
2017,49,1968,11
2017,50,1967,5
2017,51,1966,1
2017,52,1965,0
2017,53,1964,2
2017,54,1963,0
2017,55+,1962-,1
2018,12-,2006+,1
2018,13,2005,1
2018,14,2004,10
2018,15,2003,75
2018,16,2002,307
2018,17,2001,860
2018,18,2000,1980
2018,19,1999,3562
2018,20,1998,5195
2018,21,1997,7146
2018,22,1996,8793
2018,23,1995,10736
2018,24,1994,13922
2018,25,1993,17216
2018,26,1992,21479
2018,27,1991,25241
2018,28,1990,27934
2018,29,1989,28819
2018,30,1988,29386
2018,31,1987,28229
2018,32,1986,26968
2018,33,1985,25303
2018,34,1984,22768
2018,35,1983,20144
2018,36,1982,16248
2018,37,1981,12674
2018,38,1980,10076
2018,39,1979,7597
2018,40,1978,5580
2018,41,1977,3803
2018,42,1976,2448
2018,43,1975,1439
2018,44,1974,784
2018,45,1973,349
2018,46,1972,180
2018,47,1971,85
2018,48,1970,27
2018,49,1969,11
2018,50,1968,6
2018,51,1967,5
2018,52,1966,3
2018,53,1965,1
2018,54,1964,0
2018,55+,1963-,4
2019,12-,2007+,1
2019,13,2006,1
2019,14,2005,11
2019,15,2004,83
2019,16,2003,277
2019,17,2002,801
2019,18,2001,1676
2019,19,2000,3213
2019,20,1999,4715
2019,21,1998,6456
2019,22,1997,8111
2019,23,1996,10098
2019,24,1995,12784
2019,25,1994,16309
2019,26,1993,20013
2019,27,1992,23597
2019,28,1991,26915
2019,29,1990,28529
2019,30,1989,28157
2019,31,1988,27569
2019,32,1987,25438
2019,33,1986,23958
2019,34,1985,22238
2019,35,1984,19652
2019,36,1983,16787
2019,37,1982,13428
2019,38,1981,9880
2019,39,1980,7802
2019,40,1979,5883
2019,41,1978,3833
2019,42,1977,2534
2019,43,1976,1516
2019,44,1975,801
2019,45,1974,389
2019,46,1973,180
2019,47,1972,79
2019,48,1971,31
2019,49,1970,11
2019,50,1969,10
2019,51,1968,2
2019,52,1967,3
2019,53,1966,0
2019,54,1965,2
2019,55+,1964-,1
2020,12-,2008+,0
2020,13,2007,1
2020,14,2006,11
2020,15,2005,68
2020,16,2004,268
2020,17,2003,732
2020,18,2002,1487
2020,19,2001,2654
2020,20,2000,4171
2020,21,1999,5616
2020,22,1998,7167
2020,23,1997,9168
2020,24,1996,11626
2020,25,1995,14892
2020,26,1994,18864
2020,27,1993,22284
2020,28,1992,24811
2020,29,1991,27514
2020,30,1990,27685
2020,31,1989,26384
2020,32,1988,24721
2020,33,1987,22292
2020,34,1986,20364
2020,35,1985,18658
2020,36,1984,16289
2020,37,1983,13331
2020,38,1982,10347
2020,39,1981,7781
2020,40,1980,5810
2020,41,1979,4132
2020,42,1978,2548
2020,43,1977,1477
2020,44,1976,866
2020,45,1975,422
2020,46,1974,196
2020,47,1973,80
2020,48,1972,29
2020,49,1971,15
2020,50,1970,7
2020,51,1969,4
2020,52,1968,1
2020,53,1967,0
2020,54,1966,0
2020,55+,1965-,3
2021,12-,2009+,0
2021,13,2008,1
2021,14,2007,11
2021,15,2006,76
2021,16,2005,237
2021,17,2004,606
2021,18,2003,1195
2021,19,2002,2226
2021,20,2001,3454
2021,21,2000,4890
2021,22,1999,6373
2021,23,1998,8030
2021,24,1997,10492
2021,25,1996,13265
2021,26,1995,17036
2021,27,1994,20708
2021,28,1993,23034
2021,29,1992,25157
2021,30,1991,26228
2021,31,1990,25925
2021,32,1989,23417
2021,33,1988,21690
2021,34,1987,18987
2021,35,1986,16987
2021,36,1985,15379
2021,37,1984,12548
2021,38,1983,10217
2021,39,1982,7527
2021,40,1981,5501
2021,41,1980,3889
2021,42,1979,2568
2021,43,1978,1600
2021,44,1977,889
2021,45,1976,437
2021,46,1975,223
2021,47,1974,93
2021,48,1973,37
2021,49,1972,22
2021,50,1971,7
2021,51,1970,0
2021,52,1969,3
2021,53,1968,4
2021,54,1967,0
2021,55+,1966-,2
2022,12-,2010+,1
2022,13,2009,2
2022,14,2008,20
2022,15,2007,64
2022,16,2006,245
2022,17,2005,572
2022,18,2004,1080
2022,19,2003,1911
2022,20,2002,2960
2022,21,2001,4248
2022,22,2000,5757
2022,23,1999,7140
2022,24,1998,9298
2022,25,1997,12172
2022,26,1996,15635
2022,27,1995,18422
2022,28,1994,21499
2022,29,1993,23182
2022,30,1992,23587
2022,31,1991,23724
2022,32,1990,22470
2022,33,1989,19921
2022,34,1988,18094
2022,35,1987,15722
2022,36,1986,13623
2022,37,1985,11782
2022,38,1984,9351
2022,39,1983,7640
2022,40,1982,5399
2022,41,1981,3709
2022,42,1980,2504
2022,43,1979,1505
2022,44,1978,837
2022,45,1977,449
2022,46,1976,208
2022,47,1975,105
2022,48,1974,48
2022,49,1973,24
2022,50,1972,15
2022,51,1971,5
2022,52,1970,4
2022,53,1969,2
2022,54,1968,0
2022,55+,1967-,3
2023,12-,2011+,0
2023,13,2010,0
2023,14,2009,11
2023,15,2008,63
2023,16,2007,180
2023,17,2006,487
2023,18,2005,910
2023,19,2004,1816
2023,20,2003,2525
2023,21,2002,3502
2023,22,2001,4620
2023,23,2000,6164
2023,24,1999,7840
2023,25,1998,10424
2023,26,1997,13810
2023,27,1996,16274
2023,28,1995,18147
2023,29,1994,20484
2023,30,1993,21063
2023,31,1992,21211
2023,32,1991,20388
2023,33,1990,18581
2023,34,1989,16641
2023,35,1988,14572
2023,36,1987,12324
2023,37,1986,10379
2023,38,1985,8651
2023,39,1984,6984
2023,40,1983,5336
2023,41,1982,3712
2023,42,1981,2291
2023,43,1980,1446
2023,44,1979,856
2023,45,1978,422
2023,46,1977,220
2023,47,1976,114
2023,48,1975,46
2023,49,1974,38
2023,50,1973,17
2023,51,1972,10
2023,52,1971,5
2023,53,1970,1
2023,54,1969,1
2023,55+,1968-,1
,,,
